po_id,project_id,material_id,supplier_id,po_date,required_date,ordered_quantity,unit_price,total_value,payment_terms_days,priority,po_status,expected_delivery_date
PO-0018312,PRJ-0119,MAT-0228,SUP-0302,2022-12-14,2023-02-28,270,6349.67,1714410.9,30,High,Delivered,2023-02-18
PO-0018313,PRJ-0119,MAT-0203,SUP-0227,2022-08-20,2022-09-03,940,6499.52,6109548.8,45,Critical,Delivered,2022-08-30
PO-0018314,PRJ-0119,MAT-0005,SUP-0057,2022-12-22,2023-03-15,63,2401.59,151300.17,30,Normal,Closed,2023-03-01
PO-0018315,PRJ-0119,MAT-0158,SUP-0049,2023-04-25,2023-06-12,228,3378.48,770293.44,60,Critical,Closed,2023-06-09
PO-0018316,PRJ-0119,MAT-0194,SUP-0029,2022-08-18,2022-10-24,32,5870.54,187857.28,30,High,Open,2022-10-14
PO-0018317,PRJ-0119,MAT-0241,SUP-0226,2023-05-07,2023-06-14,252,6454.67,1626576.84,45,Normal,Open,2023-06-02
PO-0018318,PRJ-0119,MAT-0167,SUP-0283,2022-10-29,2023-01-14,962,22507.67,21652378.54,30,Normal,Open,2023-01-01
PO-0018319,PRJ-0119,MAT-0191,SUP-0181,2024-08-27,2024-11-16,44,25293.62,1112919.28,60,High,Closed,2024-11-03
PO-0018320,PRJ-0119,MAT-0014,SUP-0158,2022-05-14,2022-08-09,56,11948.66,669124.96,30,High,Closed,2022-07-31
PO-0018321,PRJ-0119,MAT-0095,SUP-0008,2023-03-09,2023-03-26,384,10190.04,3912975.36,45,High,Closed,2023-03-14
PO-0018322,PRJ-0119,MAT-0065,SUP-0212,2024-10-07,2024-10-23,800,12055.95,9644760.0,90,Critical,Closed,2024-10-19
PO-0018323,PRJ-0119,MAT-0043,SUP-0239,2023-12-05,2024-01-07,356,25679.02,9141731.12,90,Normal,Delivered,2023-12-19
PO-0018324,PRJ-0119,MAT-0056,SUP-0051,2022-06-08,2022-07-19,312,39117.05,12204519.6,90,High,Delivered,2022-07-09
PO-0018325,PRJ-0119,MAT-0001,SUP-0015,2023-10-06,2024-01-06,160,12011.83,1921892.8,90,Normal,Delivered,2023-12-23
PO-0018326,PRJ-0119,MAT-0078,SUP-0188,2022-10-08,2022-10-31,171,15227.96,2603981.16,45,Normal,Closed,2022-10-15
PO-0018327,PRJ-0119,MAT-0038,SUP-0060,2022-11-27,2023-01-28,204,6518.98,1329871.92,30,Critical,Delivered,2023-01-25
PO-0018328,PRJ-0119,MAT-0111,SUP-0216,2023-09-13,2023-12-04,117,6080.55,711424.35,45,High,Closed,2023-11-17
PO-0018329,PRJ-0119,MAT-0176,SUP-0322,2024-03-10,2024-05-05,24,900.74,21617.76,60,Normal,Delivered,2024-04-15
PO-0018330,PRJ-0119,MAT-0099,SUP-0298,2023-10-24,2024-01-30,51,1168.73,59605.23,30,High,Delivered,2024-01-20
PO-0018331,PRJ-0119,MAT-0001,SUP-0226,2022-03-13,2022-06-13,100,13191.65,1319165.0,45,High,Delivered,2022-05-29
PO-0018332,PRJ-0119,MAT-0066,SUP-0311,2023-04-10,2023-06-16,256,6516.13,1668129.28,60,High,Closed,2023-06-06
PO-0018333,PRJ-0119,MAT-0231,SUP-0094,2022-10-03,2022-11-23,17,22235.4,378001.8,45,Normal,Delivered,2022-11-08
PO-0018334,PRJ-0119,MAT-0100,SUP-0046,2024-11-07,2024-12-30,994,4502.79,4475773.26,30,Normal,Delivered,2024-12-17
PO-0018335,PRJ-0119,MAT-0082,SUP-0219,2023-06-09,2023-08-16,189,6598.32,1247082.48,90,High,Delivered,2023-08-06
PO-0018336,PRJ-0119,MAT-0226,SUP-0332,2024-07-15,2024-10-01,132,4045.12,533955.84,90,High,Open,2024-09-21
PO-0018337,PRJ-0119,MAT-0013,SUP-0175,2022-10-15,2022-12-06,12,2927.68,35132.16,30,High,Delivered,2022-11-25
PO-0018338,PRJ-0119,MAT-0248,SUP-0090,2024-06-25,2024-09-06,144,1205.84,173640.96,60,Normal,Partially Delivered,2024-08-17
PO-0018339,PRJ-0119,MAT-0040,SUP-0350,2023-12-17,2024-03-12,712,25439.49,18112916.88,90,High,Delivered,2024-03-02
PO-0018340,PRJ-0119,MAT-0217,SUP-0130,2023-11-03,2024-02-20,1053,7493.44,7890592.32,45,Normal,Delivered,2024-01-31
PO-0018341,PRJ-0119,MAT-0186,SUP-0307,2022-05-10,2022-05-31,316,4505.29,1423671.64,45,Normal,Delivered,2022-05-16
PO-0018342,PRJ-0119,MAT-0052,SUP-0302,2024-06-06,2024-08-27,720,2372.98,1708545.6,30,High,Partially Delivered,2024-08-12
PO-0018343,PRJ-0119,MAT-0108,SUP-0278,2022-08-24,2022-09-19,171,16395.38,2803609.98,45,Normal,Delivered,2022-09-07
PO-0018344,PRJ-0119,MAT-0097,SUP-0045,2024-04-28,2024-07-03,275,18059.08,4966247.0,45,Normal,Delivered,2024-06-17
PO-0018345,PRJ-0119,MAT-0047,SUP-0172,2024-07-07,2024-09-08,258,2087.69,538624.02,90,High,Open,2024-08-29
PO-0018346,PRJ-0119,MAT-0108,SUP-0061,2024-01-06,2024-02-01,513,14966.75,7677942.75,60,Normal,Closed,2024-01-18
PO-0018347,PRJ-0119,MAT-0230,SUP-0103,2024-04-22,2024-05-26,390,10518.28,4102129.2,45,Normal,Delivered,2024-05-08
PO-0018348,PRJ-0119,MAT-0217,SUP-0182,2024-02-26,2024-06-14,1134,7978.76,9047913.84,45,Normal,Open,2024-05-28
PO-0018349,PRJ-0119,MAT-0050,SUP-0181,2022-04-24,2022-06-29,33,2734.74,90246.42,60,Normal,Delivered,2022-06-08
PO-0018350,PRJ-0119,MAT-0124,SUP-0168,2023-11-21,2023-12-10,117,406.38,47546.46,90,Normal,Delivered,2023-11-25
PO-0018351,PRJ-0119,MAT-0194,SUP-0349,2022-03-30,2022-06-05,384,5982.2,2297164.8,60,Normal,Closed,2022-05-25
PO-0018352,PRJ-0119,MAT-0250,SUP-0040,2024-06-22,2024-07-09,110,4185.57,460412.7,45,Critical,Delivered,2024-07-05
PO-0018353,PRJ-0119,MAT-0167,SUP-0140,2022-10-07,2022-12-23,74,19586.05,1449367.7,60,Normal,Delivered,2022-12-11
PO-0018354,PRJ-0119,MAT-0048,SUP-0294,2024-10-29,2024-12-18,156,4649.7,725353.2,30,Normal,Open,2024-12-07
PO-0018355,PRJ-0119,MAT-0050,SUP-0214,2022-04-27,2022-07-02,6,2706.74,16240.44,30,Normal,Delivered,2022-06-11
PO-0018356,PRJ-0119,MAT-0048,SUP-0192,2022-05-16,2022-07-05,169,5688.72,961393.68,90,High,Delivered,2022-06-23
PO-0018357,PRJ-0119,MAT-0104,SUP-0262,2024-08-05,2024-10-27,560,4643.11,2600141.6,45,Normal,Closed,2024-10-10
PO-0018358,PRJ-0119,MAT-0247,SUP-0326,2024-09-15,2024-12-15,576,5873.28,3383009.28,45,Normal,Delivered,2024-11-25
PO-0018359,PRJ-0119,MAT-0157,SUP-0046,2023-07-06,2023-09-03,590,18686.53,11025052.7,30,Normal,Delivered,2023-08-19
PO-0018360,PRJ-0119,MAT-0013,SUP-0206,2022-12-29,2023-02-19,16,2771.89,44350.24,30,High,Delivered,2023-02-09
PO-0018361,PRJ-0119,MAT-0250,SUP-0283,2023-04-13,2023-04-30,110,5204.07,572447.7,30,Critical,Delivered,2023-04-24
PO-0018362,PRJ-0119,MAT-0041,SUP-0186,2023-01-13,2023-02-27,136,6943.21,944276.56,60,Normal,Closed,2023-02-12
PO-0018363,PRJ-0119,MAT-0013,SUP-0241,2023-05-19,2023-07-10,44,2751.75,121077.0,30,Normal,Partially Delivered,2023-07-01
PO-0018364,PRJ-0119,MAT-0171,SUP-0048,2023-06-17,2023-08-25,490,730.12,357758.8,30,Normal,Closed,2023-08-07
PO-0018365,PRJ-0119,MAT-0132,SUP-0128,2023-12-28,2024-02-03,420,6074.75,2551395.0,30,Normal,Closed,2024-01-14
PO-0018366,PRJ-0119,MAT-0165,SUP-0207,2023-10-20,2023-12-19,574,1155.81,663434.94,30,Normal,Closed,2023-12-04
PO-0018367,PRJ-0119,MAT-0060,SUP-0073,2022-10-07,2023-01-10,84,7052.29,592392.36,30,Normal,Closed,2022-12-21
PO-0018368,PRJ-0119,MAT-0182,SUP-0201,2024-01-22,2024-03-09,132,9235.64,1219104.48,30,High,Delivered,2024-02-23
PO-0018369,PRJ-0119,MAT-0059,SUP-0022,2024-08-17,2024-10-03,644,4799.35,3090781.4,30,Normal,Closed,2024-09-12
PO-0018370,PRJ-0119,MAT-0221,SUP-0204,2024-03-07,2024-06-24,87,3546.21,308520.27,90,Normal,Delivered,2024-06-04
PO-0018371,PRJ-0119,MAT-0020,SUP-0350,2024-02-23,2024-05-29,50,2918.88,145944.0,90,High,Delivered,2024-05-12
PO-0018372,PRJ-0119,MAT-0032,SUP-0297,2023-02-05,2023-03-09,741,8060.14,5972563.74,60,High,Delivered,2023-02-21
PO-0018373,PRJ-0119,MAT-0041,SUP-0257,2022-05-15,2022-06-29,306,6965.68,2131498.08,90,High,Delivered,2022-06-15
PO-0018374,PRJ-0119,MAT-0138,SUP-0347,2022-11-13,2023-02-13,517,9971.75,5155394.75,90,Normal,Closed,2023-01-27
PO-0018375,PRJ-0119,MAT-0221,SUP-0318,2022-11-16,2023-03-05,435,3745.98,1629501.3,60,Normal,Closed,2023-02-12
PO-0018376,PRJ-0119,MAT-0206,SUP-0315,2024-06-13,2024-09-07,111,8563.31,950527.41,30,High,Delivered,2024-08-28
PO-0018377,PRJ-0119,MAT-0164,SUP-0062,2022-02-14,2022-04-14,946,11128.14,10527220.44,90,Normal,Delivered,2022-03-28
PO-0018378,PRJ-0119,MAT-0213,SUP-0135,2024-11-30,2024-12-29,76,4849.55,368565.8,60,Normal,Delivered,2024-12-14
PO-0018379,PRJ-0119,MAT-0008,SUP-0054,2023-03-10,2023-06-05,190,9079.13,1725034.7,30,Normal,Closed,2023-05-19
PO-0018380,PRJ-0119,MAT-0136,SUP-0181,2022-02-09,2022-03-02,377,1438.0,542126.0,60,Critical,Delivered,2022-02-22
PO-0018381,PRJ-0119,MAT-0247,SUP-0056,2023-11-14,2024-02-13,432,5919.38,2557172.16,30,Normal,Delivered,2024-01-24
PO-0018382,PRJ-0119,MAT-0128,SUP-0350,2023-07-21,2023-08-08,170,2395.22,407187.4,90,Critical,Closed,2023-07-31
PO-0018383,PRJ-0119,MAT-0082,SUP-0227,2024-02-27,2024-05-05,189,6803.37,1285836.93,45,Normal,Closed,2024-04-25
PO-0018384,PRJ-0119,MAT-0240,SUP-0042,2024-08-28,2024-09-30,988,4293.78,4242254.64,90,High,Delivered,2024-09-19
PO-0018385,PRJ-0119,MAT-0234,SUP-0027,2024-03-28,2024-06-20,1330,612.73,814930.9,60,High,Delivered,2024-06-02
PO-0018386,PRJ-0119,MAT-0206,SUP-0205,2024-06-18,2024-09-12,37,8702.27,321983.99,60,Normal,Closed,2024-09-02
PO-0018387,PRJ-0119,MAT-0050,SUP-0192,2024-10-07,2024-12-12,30,2295.72,68871.6,90,High,Delivered,2024-11-22
PO-0018388,PRJ-0119,MAT-0216,SUP-0176,2023-07-25,2023-11-04,40,15959.53,638381.2,45,Normal,Closed,2023-10-22
PO-0018389,PRJ-0119,MAT-0014,SUP-0062,2023-10-08,2024-01-03,728,14094.09,10260497.52,90,High,Delivered,2023-12-31
PO-0018390,PRJ-0119,MAT-0196,SUP-0060,2022-04-14,2022-06-07,480,4870.26,2337724.8,30,Normal,Open,2022-05-19
PO-0018391,PRJ-0119,MAT-0016,SUP-0031,2022-12-23,2023-02-03,246,13285.6,3268257.6,30,Normal,Closed,2023-01-21
PO-0018392,PRJ-0119,MAT-0067,SUP-0260,2022-04-15,2022-06-23,384,5325.08,2044830.72,90,Normal,Delivered,2022-06-03
PO-0018393,PRJ-0119,MAT-0248,SUP-0169,2023-09-17,2023-11-29,198,1178.71,233384.58,30,Normal,Delivered,2023-11-09
PO-0018394,PRJ-0119,MAT-0117,SUP-0261,2023-09-10,2023-12-13,301,7103.4,2138123.4,60,Critical,Open,2023-12-09
PO-0018395,PRJ-0119,MAT-0121,SUP-0100,2023-06-29,2023-08-29,363,3296.05,1196466.15,60,Normal,Delivered,2023-08-12
PO-0018396,PRJ-0119,MAT-0182,SUP-0124,2022-07-05,2022-08-21,396,9028.75,3575385.0,90,Normal,Closed,2022-08-07
PO-0018397,PRJ-0119,MAT-0170,SUP-0206,2024-08-02,2024-10-25,682,889.3,606502.6,30,High,Closed,2024-10-09
PO-0018398,PRJ-0119,MAT-0210,SUP-0254,2023-04-13,2023-06-11,583,23376.53,13628516.99,90,High,Delivered,2023-05-30
PO-0018399,PRJ-0119,MAT-0175,SUP-0055,2024-02-08,2024-03-15,756,9169.05,6931801.8,60,Normal,Open,2024-03-05
PO-0018400,PRJ-0119,MAT-0026,SUP-0062,2024-03-08,2024-04-01,380,1175.22,446583.6,90,High,Delivered,2024-03-14
PO-0018401,PRJ-0119,MAT-0225,SUP-0238,2022-07-03,2022-09-22,522,6572.35,3430766.7,90,High,Closed,2022-09-03
PO-0018402,PRJ-0119,MAT-0066,SUP-0181,2023-02-13,2023-04-21,896,6063.47,5432869.12,60,High,Closed,2023-04-14
PO-0018403,PRJ-0119,MAT-0217,SUP-0213,2024-12-12,2024-12-30,405,7565.94,3064205.7,90,Normal,Open,2025-03-11
PO-0018404,PRJ-0119,MAT-0230,SUP-0272,2024-04-15,2024-05-19,520,10851.77,5642920.4,45,Normal,Closed,2024-04-29
PO-0018405,PRJ-0119,MAT-0225,SUP-0206,2022-08-29,2022-11-18,116,6530.96,757591.36,30,Normal,Closed,2022-11-01
PO-0018406,PRJ-0119,MAT-0119,SUP-0201,2023-02-05,2023-04-14,142,9592.08,1362075.36,30,Normal,Delivered,2023-03-24
PO-0018407,PRJ-0120,MAT-0004,SUP-0153,2023-06-10,2023-07-11,70,7376.91,516383.7,60,Normal,Delivered,2023-08-30
PO-0018408,PRJ-0120,MAT-0145,SUP-0175,2022-08-12,2022-09-14,468,503.46,235619.28,30,Normal,Open,2022-09-03
PO-0018409,PRJ-0120,MAT-0026,SUP-0098,2022-03-09,2022-04-02,228,1120.2,255405.6,30,Normal,Delivered,2022-03-15
PO-0018410,PRJ-0120,MAT-0081,SUP-0008,2022-07-04,2022-08-22,42,2722.38,114339.96,45,High,Delivered,2022-08-10
PO-0018411,PRJ-0120,MAT-0174,SUP-0278,2022-03-13,2022-04-12,96,2135.22,204981.12,45,Normal,Delivered,2022-03-30
PO-0018412,PRJ-0120,MAT-0244,SUP-0126,2021-07-14,2021-09-25,693,4630.55,3208971.15,90,High,Open,2021-09-17
PO-0018413,PRJ-0120,MAT-0028,SUP-0160,2021-09-05,2021-10-08,294,6701.57,1970261.58,90,Normal,Closed,2021-09-24
PO-0018414,PRJ-0120,MAT-0152,SUP-0105,2021-05-05,2021-08-14,450,900.43,405193.5,45,Normal,Delivered,2021-07-30
PO-0018415,PRJ-0120,MAT-0129,SUP-0330,2021-11-30,2022-02-02,24,2008.5,48204.0,30,High,Partially Delivered,2022-01-18
PO-0018416,PRJ-0120,MAT-0078,SUP-0060,2021-05-12,2021-06-04,342,14761.9,5048569.8,30,High,Closed,2021-05-17
PO-0018417,PRJ-0120,MAT-0127,SUP-0282,2023-05-31,2023-07-11,414,6526.32,2701896.48,30,High,Delivered,2023-07-12
PO-0018418,PRJ-0120,MAT-0115,SUP-0073,2023-03-09,2023-03-23,280,654.22,183181.6,30,High,Open,2023-03-16
PO-0018419,PRJ-0120,MAT-0140,SUP-0142,2021-04-18,2021-05-16,8,11461.2,91689.6,30,Critical,Delivered,2021-05-15
PO-0018420,PRJ-0120,MAT-0091,SUP-0299,2022-08-21,2022-10-25,310,5216.61,1617149.1,90,Critical,Partially Delivered,2022-10-19
PO-0018421,PRJ-0120,MAT-0117,SUP-0291,2022-04-30,2022-08-02,344,8058.44,2772103.36,45,Critical,Delivered,2022-07-29
PO-0018422,PRJ-0120,MAT-0160,SUP-0008,2021-06-12,2021-09-07,121,534.33,64653.93,45,Normal,Closed,2021-08-18
PO-0018423,PRJ-0120,MAT-0174,SUP-0027,2023-06-11,2023-07-11,64,1886.26,120720.64,60,Normal,Delivered,2023-06-26
PO-0018424,PRJ-0120,MAT-0239,SUP-0060,2022-06-02,2022-09-12,288,8268.94,2381454.72,30,Normal,Open,2022-08-26
PO-0018425,PRJ-0120,MAT-0078,SUP-0142,2021-05-25,2021-06-17,627,17940.0,11248380.0,30,Normal,Delivered,2021-05-27
PO-0018426,PRJ-0120,MAT-0237,SUP-0140,2022-06-23,2022-08-18,168,12173.33,2045119.44,60,Normal,Delivered,2022-08-04
PO-0018427,PRJ-0120,MAT-0224,SUP-0045,2023-05-30,2023-07-11,190,7141.72,1356926.8,45,High,Delivered,2023-07-29
PO-0018428,PRJ-0120,MAT-0005,SUP-0286,2023-03-20,2023-06-11,84,2653.25,222873.0,30,Normal,Delivered,2023-05-28
PO-0018429,PRJ-0120,MAT-0178,SUP-0027,2022-10-25,2023-01-18,75,4684.14,351310.5,60,Normal,Delivered,2023-01-04
PO-0018430,PRJ-0120,MAT-0205,SUP-0053,2022-06-08,2022-07-23,77,3651.42,281159.34,30,Normal,Delivered,2022-07-03
PO-0018431,PRJ-0120,MAT-0034,SUP-0048,2021-07-15,2021-09-13,70,6510.54,455737.8,30,High,Closed,2021-09-01
PO-0018432,PRJ-0120,MAT-0126,SUP-0262,2022-08-18,2022-11-13,324,1795.39,581706.36,45,High,Closed,2022-10-25
PO-0018433,PRJ-0120,MAT-0213,SUP-0190,2023-01-20,2023-02-18,152,4466.51,678909.52,60,High,Closed,2023-02-03
PO-0018434,PRJ-0120,MAT-0028,SUP-0046,2023-06-11,2023-07-11,294,6051.72,1779205.68,30,Normal,Open,2023-06-29
PO-0018435,PRJ-0120,MAT-0138,SUP-0278,2022-12-15,2023-03-17,470,9977.11,4689241.7,45,Normal,Delivered,2023-03-01
PO-0018436,PRJ-0120,MAT-0110,SUP-0227,2023-03-09,2023-05-12,868,1463.71,1270500.28,45,Normal,Closed,2023-04-27
PO-0018437,PRJ-0120,MAT-0026,SUP-0122,2022-06-25,2022-07-19,760,1118.8,850288.0,45,Normal,Partially Delivered,2022-07-01
PO-0018438,PRJ-0120,MAT-0001,SUP-0250,2023-05-21,2023-07-11,280,14312.3,4007444.0,90,Normal,Delivered,2023-08-11
PO-0018439,PRJ-0120,MAT-0236,SUP-0282,2021-09-21,2021-11-19,400,8932.45,3572980.0,30,High,Delivered,2021-11-10
PO-0018440,PRJ-0120,MAT-0087,SUP-0031,2023-05-13,2023-07-11,216,3116.68,673202.88,30,High,Delivered,2023-07-06
PO-0018441,PRJ-0120,MAT-0127,SUP-0339,2022-06-08,2022-08-01,897,7061.19,6333887.43,90,High,Delivered,2022-07-23
PO-0018442,PRJ-0120,MAT-0117,SUP-0319,2022-11-04,2023-02-06,215,7041.55,1513933.25,30,Critical,Open,2023-01-31
PO-0018443,PRJ-0120,MAT-0231,SUP-0253,2022-12-03,2023-01-23,238,23712.05,5643467.9,60,Normal,Partially Delivered,2023-01-03
PO-0018444,PRJ-0120,MAT-0038,SUP-0175,2022-04-19,2022-06-20,714,8143.12,5814187.68,30,Critical,Delivered,2022-06-14
PO-0018445,PRJ-0120,MAT-0171,SUP-0161,2021-10-22,2021-12-30,294,874.54,257114.76,45,Normal,Delivered,2021-12-16
PO-0018446,PRJ-0120,MAT-0178,SUP-0035,2021-08-05,2021-10-29,105,4670.59,490411.95,45,Normal,Delivered,2021-10-17
PO-0018447,PRJ-0120,MAT-0099,SUP-0188,2023-05-17,2023-07-11,714,1254.36,895613.04,45,High,Closed,2023-08-15
PO-0018448,PRJ-0120,MAT-0159,SUP-0175,2023-03-07,2023-05-25,390,3306.12,1289386.8,30,Normal,Delivered,2023-05-08
PO-0018449,PRJ-0120,MAT-0069,SUP-0316,2021-12-08,2022-01-31,68,31465.55,2139657.4,30,Normal,Closed,2022-01-16
PO-0018450,PRJ-0120,MAT-0066,SUP-0038,2023-02-27,2023-05-05,320,6470.31,2070499.2,90,High,Closed,2023-04-26
PO-0018451,PRJ-0120,MAT-0237,SUP-0350,2021-05-01,2021-06-26,672,10948.6,7357459.2,90,Normal,Closed,2021-06-14
PO-0018452,PRJ-0120,MAT-0129,SUP-0103,2022-10-22,2022-12-25,18,2103.01,37854.18,45,High,Delivered,2022-12-13
PO-0018453,PRJ-0120,MAT-0006,SUP-0181,2022-09-11,2022-10-25,329,3490.04,1148223.16,60,High,Delivered,2022-10-14
PO-0018454,PRJ-0120,MAT-0169,SUP-0315,2021-09-02,2021-10-07,63,7030.4,442915.2,30,Normal,Delivered,2021-09-17
PO-0018455,PRJ-0120,MAT-0067,SUP-0280,2021-04-25,2021-07-03,1152,6144.04,7077934.08,90,Normal,Closed,2021-06-14
PO-0018456,PRJ-0120,MAT-0136,SUP-0027,2022-12-26,2023-01-16,232,1572.58,364838.56,60,Critical,Closed,2023-01-11
PO-0018457,PRJ-0120,MAT-0163,SUP-0330,2022-08-22,2022-09-22,392,8614.22,3376774.24,30,Normal,Closed,2022-09-12
PO-0018458,PRJ-0120,MAT-0155,SUP-0228,2022-09-08,2022-10-21,216,11474.91,2478580.56,45,Normal,Partially Delivered,2022-10-01
PO-0018459,PRJ-0120,MAT-0246,SUP-0013,2023-04-24,2023-06-06,294,2828.3,831520.2,90,Normal,Delivered,2023-05-24
PO-0018460,PRJ-0120,MAT-0070,SUP-0046,2021-04-26,2021-05-29,544,4654.32,2531950.08,30,Normal,Delivered,2021-05-15
PO-0018461,PRJ-0120,MAT-0135,SUP-0026,2021-09-22,2021-12-17,195,1584.87,309049.65,45,Normal,Delivered,2021-11-27
PO-0018462,PRJ-0120,MAT-0226,SUP-0038,2021-12-02,2022-02-18,660,3414.27,2253418.2,90,High,Partially Delivered,2022-02-08
PO-0018463,PRJ-0120,MAT-0105,SUP-0286,2022-07-31,2022-09-03,80,6168.51,493480.8,30,Normal,Delivered,2022-08-16
PO-0018464,PRJ-0120,MAT-0155,SUP-0027,2021-11-30,2022-01-12,72,12126.61,873115.92,60,Normal,Delivered,2021-12-27
PO-0018465,PRJ-0120,MAT-0079,SUP-0152,2022-06-02,2022-08-25,624,8421.66,5255115.84,90,Normal,Partially Delivered,2022-08-13
PO-0018466,PRJ-0120,MAT-0187,SUP-0223,2022-08-05,2022-08-31,792,6666.41,5279796.72,90,Normal,Delivered,2022-08-16
PO-0018467,PRJ-0120,MAT-0091,SUP-0129,2023-04-23,2023-06-27,806,6413.61,5169369.66,90,Critical,Delivered,2023-06-23
PO-0018468,PRJ-0120,MAT-0069,SUP-0130,2022-08-16,2022-10-09,68,26157.39,1778702.52,45,High,Open,2022-09-23
PO-0018469,PRJ-0120,MAT-0048,SUP-0044,2022-09-20,2022-11-09,156,4728.34,737621.04,60,High,Closed,2022-11-03
PO-0018470,PRJ-0120,MAT-0072,SUP-0322,2021-08-16,2021-09-15,400,7294.91,2917964.0,60,High,Partially Delivered,2021-09-06
PO-0018471,PRJ-0120,MAT-0011,SUP-0113,2022-01-17,2022-03-01,192,11997.72,2303562.24,90,Normal,Closed,2022-02-14
PO-0018472,PRJ-0120,MAT-0148,SUP-0204,2023-02-19,2023-04-28,300,40173.28,12051984.0,90,High,Closed,2023-04-18
PO-0018473,PRJ-0120,MAT-0077,SUP-0096,2022-04-12,2022-05-12,5,1596.69,7983.45,60,Critical,Delivered,2022-05-09
PO-0018474,PRJ-0120,MAT-0209,SUP-0299,2023-03-17,2023-05-14,57,9841.43,560961.51,90,Normal,Delivered,2023-04-24
PO-0018475,PRJ-0120,MAT-0149,SUP-0105,2021-12-21,2022-03-04,60,921.77,55306.2,45,Normal,Closed,2022-02-13
PO-0018476,PRJ-0120,MAT-0134,SUP-0218,2022-04-20,2022-06-26,390,1394.37,543804.3,60,High,Closed,2022-06-16
PO-0018477,PRJ-0120,MAT-0117,SUP-0164,2021-06-02,2021-09-04,215,8575.55,1843743.25,30,Critical,Closed,2021-08-31
PO-0018478,PRJ-0120,MAT-0044,SUP-0139,2021-06-24,2021-08-05,93,1698.93,158000.49,90,Normal,Closed,2021-07-21
PO-0018479,PRJ-0120,MAT-0214,SUP-0286,2022-10-14,2022-11-23,220,7297.09,1605359.8,30,Critical,Delivered,2022-11-19
PO-0018480,PRJ-0120,MAT-0130,SUP-0305,2021-06-19,2021-07-07,272,2154.37,585988.64,45,Normal,Delivered,2021-06-22
PO-0018481,PRJ-0120,MAT-0122,SUP-0175,2023-02-26,2023-06-03,135,24511.51,3309053.85,30,High,Delivered,2023-05-21
PO-0018482,PRJ-0120,MAT-0015,SUP-0062,2023-03-12,2023-05-17,790,9049.18,7148852.2,90,Normal,Delivered,2023-05-01
PO-0018483,PRJ-0120,MAT-0075,SUP-0326,2023-03-07,2023-03-27,432,1160.26,501232.32,45,Normal,Closed,2023-03-17
PO-0018484,PRJ-0120,MAT-0224,SUP-0182,2021-05-25,2021-08-04,285,8016.23,2284625.55,45,High,Delivered,2021-07-25
PO-0018485,PRJ-0120,MAT-0161,SUP-0341,2022-02-11,2022-03-11,378,1990.62,752454.36,30,Normal,Closed,2022-02-20
PO-0018486,PRJ-0120,MAT-0145,SUP-0227,2023-01-21,2023-02-23,104,431.46,44871.84,45,High,Delivered,2023-02-10
PO-0018487,PRJ-0120,MAT-0169,SUP-0253,2022-04-09,2022-05-14,117,6628.04,775480.68,60,Normal,Closed,2022-04-24
PO-0018488,PRJ-0120,MAT-0061,SUP-0109,2022-08-20,2022-10-06,490,7896.22,3869147.8,60,Normal,Open,2022-10-01
PO-0018489,PRJ-0120,MAT-0063,SUP-0044,2022-03-30,2022-06-10,140,6875.84,962617.6,60,High,Delivered,2022-05-21
PO-0018490,PRJ-0120,MAT-0202,SUP-0103,2023-07-02,2023-07-11,1372,6887.37,9449471.64,45,Normal,Delivered,2023-07-13
PO-0018491,PRJ-0120,MAT-0250,SUP-0290,2023-01-17,2023-02-03,30,4429.57,132887.1,30,Critical,Delivered,2023-02-01
PO-0018492,PRJ-0120,MAT-0023,SUP-0111,2021-10-15,2021-12-22,988,3411.07,3370137.16,90,Critical,Delivered,2021-12-18
PO-0018493,PRJ-0120,MAT-0125,SUP-0035,2022-10-20,2022-12-27,164,3752.49,615408.36,45,High,Delivered,2022-12-22
PO-0018494,PRJ-0120,MAT-0128,SUP-0046,2022-02-17,2022-03-07,935,2313.06,2162711.1,30,Critical,Delivered,2022-03-02
PO-0018495,PRJ-0120,MAT-0237,SUP-0340,2022-05-13,2022-07-08,252,12449.82,3137354.64,45,Normal,Delivered,2022-06-21
PO-0018496,PRJ-0120,MAT-0183,SUP-0004,2023-07-01,2023-07-11,672,12995.92,8733258.24,45,Normal,Delivered,2023-08-26
PO-0018497,PRJ-0120,MAT-0023,SUP-0221,2022-12-23,2023-03-01,912,3288.73,2999321.76,90,Critical,Closed,2023-02-26
PO-0018498,PRJ-0120,MAT-0001,SUP-0192,2021-11-17,2022-02-17,280,13994.37,3918423.6,90,Normal,Closed,2022-02-01
PO-0018499,PRJ-0120,MAT-0105,SUP-0031,2023-03-12,2023-04-15,20,5315.5,106310.0,30,Normal,Closed,2023-03-29
PO-0018500,PRJ-0120,MAT-0231,SUP-0267,2023-03-30,2023-05-20,221,21237.43,4693472.03,60,Normal,Delivered,2023-04-30
PO-0018501,PRJ-0120,MAT-0077,SUP-0166,2022-02-17,2022-03-19,40,1652.7,66108.0,45,Critical,Delivered,2022-03-15
PO-0018502,PRJ-0120,MAT-0101,SUP-0241,2023-01-04,2023-02-11,236,1932.05,455963.8,30,Normal,Delivered,2023-01-22
PO-0018503,PRJ-0120,MAT-0116,SUP-0303,2022-11-05,2023-01-25,60,2735.0,164100.0,90,Normal,Delivered,2023-01-07
