activity_id,project_id,activity_sequence,activity_name,activity_type,planned_start_date,planned_finish_date,planned_duration_days,actual_finish_date,progress_pct,critical_path_flag,baseline_cost,actual_cost,delay_days,delay_flag
ACT-014449,PRJ-0136,109,Plumbing Installation,MEP,2027-03-02,2027-04-21,50,2027-04-21,0.0,0,152814.84,135629.16,0,0
ACT-014450,PRJ-0137,1,Mobilization,General,2021-05-09,2021-09-02,116,2021-09-02,100.0,0,3309138.68,3872909.46,0,0
ACT-014451,PRJ-0137,2,Site Preparation,Civil,2021-05-18,2021-08-16,90,2021-08-16,100.0,0,4137695.56,4349433.06,0,0
ACT-014452,PRJ-0137,3,Excavation,Civil,2021-05-19,2021-06-13,25,2021-06-26,100.0,0,1384322.59,1372647.94,13,1
ACT-014453,PRJ-0137,4,Foundation Works,Civil,2021-05-26,2021-07-03,38,2021-07-03,100.0,0,4136096.14,4176183.77,0,0
ACT-014454,PRJ-0137,5,Concrete Works,Structural,2021-05-31,2021-07-18,48,2021-07-18,100.0,0,2383169.77,2479587.48,0,0
ACT-014455,PRJ-0137,6,Structural Steel,Structural,2021-06-02,2021-06-25,23,2021-06-25,100.0,1,2937201.34,3375980.21,0,0
ACT-014456,PRJ-0137,7,Block Works,Architectural,2021-06-06,2021-08-25,80,2021-08-25,100.0,1,3654822.37,3340794.77,0,0
ACT-014457,PRJ-0137,8,Waterproofing,Architectural,2021-06-06,2021-07-17,41,2021-07-17,100.0,0,3915199.31,3849602.87,0,0
ACT-014458,PRJ-0137,9,Plastering,Architectural,2021-06-11,2021-07-12,31,2021-07-12,100.0,1,4381934.94,4367554.31,0,0
ACT-014459,PRJ-0137,10,Floor Finishing,Architectural,2021-06-15,2021-07-14,29,2021-07-14,100.0,0,3777392.36,3841306.96,0,0
ACT-014460,PRJ-0137,11,Painting,Architectural,2021-07-13,2021-10-07,86,2021-10-22,100.0,1,2837592.82,2677210.24,15,1
ACT-014461,PRJ-0137,12,HVAC Installation,MEP,2021-07-14,2021-08-26,43,2021-08-26,100.0,0,3074341.46,2806160.2,0,0
ACT-014462,PRJ-0137,13,Electrical Installation,MEP,2021-07-17,2021-10-21,96,2021-10-21,100.0,1,3067195.56,2972692.27,0,0
ACT-014463,PRJ-0137,14,Plumbing Installation,MEP,2021-07-18,2021-10-01,75,2021-10-01,100.0,0,3025094.79,3074638.59,0,0
ACT-014464,PRJ-0137,15,Fire Fighting Installation,MEP,2021-07-19,2021-10-08,81,2021-10-08,100.0,0,2558514.32,2830718.29,0,0
ACT-014465,PRJ-0137,16,Fire Alarm Installation,MEP,2021-07-20,2021-11-10,113,2021-11-10,100.0,1,2177359.39,2184582.2,0,0
ACT-014466,PRJ-0137,17,Testing & Commissioning,Commissioning,2021-07-21,2021-10-26,97,2021-12-05,100.0,1,2876423.26,3161236.82,40,1
ACT-014467,PRJ-0137,18,Final Inspection,Commissioning,2021-07-28,2021-10-13,77,2021-10-13,100.0,0,1858539.78,1794654.32,0,0
ACT-014468,PRJ-0137,19,Handover,General,2021-08-03,2021-08-17,14,2021-08-26,100.0,1,1278619.32,1308499.95,9,1
ACT-014469,PRJ-0137,20,Mobilization,General,2021-08-08,2021-09-20,43,2021-09-20,100.0,0,3922796.95,4549675.08,0,0
ACT-014470,PRJ-0137,21,Site Preparation,Civil,2021-08-12,2021-12-02,112,2021-12-02,100.0,1,1842929.82,2313814.82,0,0
ACT-014471,PRJ-0137,22,Excavation,Civil,2021-08-29,2021-10-17,49,2021-10-17,100.0,0,2065740.98,2328205.31,0,0
ACT-014472,PRJ-0137,23,Foundation Works,Civil,2021-08-30,2021-12-26,118,2021-12-26,100.0,0,2619092.23,2750808.0,0,0
ACT-014473,PRJ-0137,24,Concrete Works,Structural,2021-09-01,2021-10-10,39,2021-10-10,100.0,0,2643328.0,2312764.37,0,0
ACT-014474,PRJ-0137,25,Structural Steel,Structural,2021-09-05,2021-12-20,106,2021-12-20,100.0,1,3602876.14,3977533.99,0,0
ACT-014475,PRJ-0137,26,Block Works,Architectural,2021-09-15,2021-12-29,105,2021-12-29,100.0,0,2271863.28,2433442.43,0,0
ACT-014476,PRJ-0137,27,Waterproofing,Architectural,2021-09-16,2021-12-26,101,2021-12-26,100.0,1,3396219.37,3240722.41,0,0
ACT-014477,PRJ-0137,28,Plastering,Architectural,2021-10-18,2021-11-19,32,2021-11-19,100.0,0,2070787.8,1947155.58,0,0
ACT-014478,PRJ-0137,29,Floor Finishing,Architectural,2021-10-19,2021-12-09,51,2021-12-09,100.0,0,1426748.15,1507002.56,0,0
ACT-014479,PRJ-0137,30,Painting,Architectural,2021-10-20,2021-11-05,16,2021-11-05,100.0,0,2459939.45,2317583.32,0,0
ACT-014480,PRJ-0137,31,HVAC Installation,MEP,2021-10-21,2022-02-14,116,2022-02-14,100.0,0,3840459.81,4401782.63,0,0
ACT-014481,PRJ-0137,32,Electrical Installation,MEP,2021-10-27,2021-12-08,42,2021-12-08,100.0,0,3597470.75,3562740.96,0,0
ACT-014482,PRJ-0137,33,Plumbing Installation,MEP,2021-11-09,2021-12-03,24,2021-12-03,100.0,0,3316686.73,3292764.62,0,0
ACT-014483,PRJ-0137,34,Fire Fighting Installation,MEP,2021-11-24,2022-03-18,114,2022-03-18,100.0,0,2291253.66,2187099.56,0,0
ACT-014484,PRJ-0137,35,Fire Alarm Installation,MEP,2021-11-28,2021-12-20,22,2022-01-29,100.0,1,3749023.39,4328576.48,40,1
ACT-014485,PRJ-0137,36,Testing & Commissioning,Commissioning,2021-12-05,2022-02-28,85,2022-02-28,100.0,0,1801617.12,1666992.03,0,0
ACT-014486,PRJ-0137,37,Final Inspection,Commissioning,2021-12-30,2022-03-01,61,2022-03-01,100.0,0,2896278.36,2775067.62,0,0
ACT-014487,PRJ-0137,38,Handover,General,2022-01-08,2022-03-03,54,2022-03-03,100.0,1,1665833.04,1732072.98,0,0
ACT-014488,PRJ-0137,39,Mobilization,General,2022-01-10,2022-02-27,48,2022-03-12,100.0,0,3400974.5,3529165.28,13,1
ACT-014489,PRJ-0137,40,Site Preparation,Civil,2022-01-14,2022-04-17,93,2022-04-17,100.0,0,4228445.77,4657351.96,0,0
ACT-014490,PRJ-0137,41,Excavation,Civil,2022-01-18,2022-05-12,114,2022-05-12,100.0,1,4078598.02,4162122.68,0,0
ACT-014491,PRJ-0137,42,Foundation Works,Civil,2022-01-29,2022-02-27,29,2022-02-27,100.0,1,3395847.24,3369939.08,0,0
ACT-014492,PRJ-0137,43,Concrete Works,Structural,2022-02-06,2022-04-25,78,2022-06-11,100.0,1,3407527.76,3996850.69,47,1
ACT-014493,PRJ-0137,44,Structural Steel,Structural,2022-02-20,2022-05-27,96,2022-05-27,100.0,0,2870725.21,3526510.37,0,0
ACT-014494,PRJ-0137,45,Block Works,Architectural,2022-02-25,2022-06-19,114,2022-06-19,100.0,0,2437147.29,2352386.81,0,0
ACT-014495,PRJ-0137,46,Waterproofing,Architectural,2022-02-26,2022-05-12,75,2022-05-12,100.0,1,1714391.58,1895410.89,0,0
ACT-014496,PRJ-0137,47,Plastering,Architectural,2022-03-02,2022-05-13,72,2022-05-13,100.0,1,2499812.82,2161243.18,0,0
ACT-014497,PRJ-0137,48,Floor Finishing,Architectural,2022-03-03,2022-06-01,90,2022-06-01,100.0,1,3832354.34,3567218.64,0,0
ACT-014498,PRJ-0137,49,Painting,Architectural,2022-03-05,2022-06-27,114,2022-06-27,100.0,1,4257056.77,4084554.46,0,0
ACT-014499,PRJ-0137,50,HVAC Installation,MEP,2022-03-19,2022-06-02,75,2022-06-15,100.0,1,2639203.58,2536050.35,13,1
ACT-014500,PRJ-0137,51,Electrical Installation,MEP,2022-03-25,2022-06-24,91,2022-06-24,100.0,1,2763073.81,2884799.39,0,0
ACT-014501,PRJ-0137,52,Plumbing Installation,MEP,2022-03-31,2022-07-12,103,2022-07-12,100.0,0,2655610.02,2806614.97,0,0
ACT-014502,PRJ-0137,53,Fire Fighting Installation,MEP,2022-04-03,2022-07-19,107,2022-07-19,100.0,0,1433418.26,1506625.06,0,0
ACT-014503,PRJ-0137,54,Fire Alarm Installation,MEP,2022-04-19,2022-07-10,82,2022-07-10,100.0,1,2316250.22,2127523.24,0,0
ACT-014504,PRJ-0137,55,Testing & Commissioning,Commissioning,2022-04-25,2022-05-07,12,2022-05-16,100.0,1,1823350.43,1830013.64,9,1
ACT-014505,PRJ-0137,56,Final Inspection,Commissioning,2022-05-07,2022-08-27,112,2022-09-06,100.0,1,2476837.28,2625753.83,10,1
ACT-014506,PRJ-0137,57,Handover,General,2022-05-08,2022-06-08,31,2022-06-08,100.0,0,2269226.56,2388999.54,0,0
ACT-014507,PRJ-0137,58,Mobilization,General,2022-05-11,2022-07-06,56,2022-07-06,100.0,0,3200859.14,2910900.72,0,0
ACT-014508,PRJ-0137,59,Site Preparation,Civil,2022-05-18,2022-06-18,31,2022-06-18,100.0,1,1555437.69,1632650.73,0,0
ACT-014509,PRJ-0137,60,Excavation,Civil,2022-05-18,2022-08-01,75,2022-08-01,100.0,1,2164206.35,2244703.6,0,0
ACT-014510,PRJ-0137,61,Foundation Works,Civil,2022-05-26,2022-08-11,77,2022-08-11,100.0,1,1510211.73,1378983.25,0,0
ACT-014511,PRJ-0137,62,Concrete Works,Structural,2022-05-26,2022-08-03,69,2022-08-03,100.0,0,1321699.25,1499636.47,0,0
ACT-014512,PRJ-0137,63,Structural Steel,Structural,2022-05-28,2022-09-22,117,2022-09-22,100.0,0,2719312.01,2927501.61,0,0
ACT-014513,PRJ-0137,64,Block Works,Architectural,2022-05-29,2022-09-10,104,2022-09-10,100.0,0,1408574.9,1535903.09,0,0
ACT-014514,PRJ-0137,65,Waterproofing,Architectural,2022-06-19,2022-08-31,73,2022-09-06,100.0,0,1616276.47,1556268.72,6,0
ACT-014515,PRJ-0137,66,Plastering,Architectural,2022-06-24,2022-09-23,91,2022-09-23,100.0,1,2033636.89,2292399.73,0,0
ACT-014516,PRJ-0137,67,Floor Finishing,Architectural,2022-06-27,2022-07-04,7,2022-07-04,100.0,0,3982427.79,4360945.82,0,0
ACT-014517,PRJ-0137,68,Painting,Architectural,2022-06-30,2022-07-29,29,2022-07-29,100.0,0,2500751.48,2634907.26,0,0
ACT-014518,PRJ-0137,69,HVAC Installation,MEP,2022-07-03,2022-09-30,89,2022-09-30,100.0,0,3065041.54,3196758.43,0,0
ACT-014519,PRJ-0137,70,Electrical Installation,MEP,2022-07-04,2022-10-12,100,2022-10-12,100.0,0,2358732.78,2607573.11,0,0
ACT-014520,PRJ-0137,71,Plumbing Installation,MEP,2022-07-05,2022-10-09,96,2022-10-09,100.0,1,3340936.84,3428766.02,0,0
ACT-014521,PRJ-0137,72,Fire Fighting Installation,MEP,2022-07-07,2022-10-14,99,2022-10-14,100.0,1,2895994.9,3000967.62,0,0
ACT-014522,PRJ-0137,73,Fire Alarm Installation,MEP,2022-07-09,2022-08-19,41,2022-08-19,100.0,0,3810216.85,3974908.09,0,0
ACT-014523,PRJ-0137,74,Testing & Commissioning,Commissioning,2022-07-09,2022-09-29,82,2022-09-29,100.0,0,1442359.51,1260471.78,0,0
ACT-014524,PRJ-0137,75,Final Inspection,Commissioning,2022-07-13,2022-10-29,108,2022-10-29,100.0,0,3696019.25,3590337.92,0,0
ACT-014525,PRJ-0137,76,Handover,General,2022-07-22,2022-09-18,58,2022-09-18,100.0,0,1941389.55,2146735.47,0,0
ACT-014526,PRJ-0137,77,Mobilization,General,2022-07-24,2022-11-16,115,2022-11-23,100.0,0,3149402.84,3157092.49,7,0
ACT-014527,PRJ-0137,78,Site Preparation,Civil,2022-08-15,2022-09-17,33,2022-09-17,100.0,0,2034198.95,1975870.85,0,0
ACT-014528,PRJ-0137,79,Excavation,Civil,2022-08-19,2022-09-18,30,2022-09-18,100.0,0,2472549.09,2308360.66,0,0
ACT-014529,PRJ-0137,80,Foundation Works,Civil,2022-08-22,2022-10-16,55,2022-10-16,100.0,0,2909806.64,2709599.25,0,0
ACT-014530,PRJ-0137,81,Concrete Works,Structural,2022-08-28,2022-11-27,91,2022-11-27,100.0,0,2103368.65,2249306.34,0,0
ACT-014531,PRJ-0137,82,Structural Steel,Structural,2022-09-13,2022-11-16,64,2022-12-08,100.0,1,2434566.99,2494894.02,22,1
ACT-014532,PRJ-0137,83,Block Works,Architectural,2022-09-15,2023-01-04,111,2023-01-04,100.0,0,2470940.4,2477557.83,0,0
ACT-014533,PRJ-0137,84,Waterproofing,Architectural,2022-09-18,2022-09-28,10,2022-09-28,100.0,0,2137797.84,2465769.35,0,0
ACT-014534,PRJ-0137,85,Plastering,Architectural,2022-09-21,2023-01-10,111,2023-01-10,100.0,1,2234188.2,2253936.78,0,0
ACT-014535,PRJ-0137,86,Floor Finishing,Architectural,2022-09-24,2023-01-08,106,2023-01-08,100.0,1,4093469.64,4000736.14,0,0
ACT-014536,PRJ-0137,87,Painting,Architectural,2022-10-13,2023-01-29,108,2023-01-29,100.0,1,3607820.02,3600636.91,0,0
ACT-014537,PRJ-0137,88,HVAC Installation,MEP,2022-10-29,2023-01-12,75,2023-01-12,100.0,0,2412518.96,2072637.72,0,0
ACT-014538,PRJ-0137,89,Electrical Installation,MEP,2022-10-30,2023-02-26,119,2023-02-26,100.0,0,4115137.99,4432984.64,0,0
ACT-014539,PRJ-0137,90,Plumbing Installation,MEP,2022-11-09,2022-12-30,51,2022-12-30,100.0,0,3851966.07,3937442.77,0,0
ACT-014540,PRJ-0137,91,Fire Fighting Installation,MEP,2022-11-10,2023-01-20,71,2023-01-20,100.0,0,1707341.91,1701270.02,0,0
ACT-014541,PRJ-0137,92,Fire Alarm Installation,MEP,2022-11-21,2023-01-12,52,2023-01-12,100.0,0,2625622.65,2872549.39,0,0
ACT-014542,PRJ-0137,93,Testing & Commissioning,Commissioning,2022-11-26,2023-03-19,113,2023-03-28,100.0,1,2329988.84,2234994.4,9,1
ACT-014543,PRJ-0137,94,Final Inspection,Commissioning,2022-11-30,2023-03-24,114,2023-04-26,100.0,1,3044014.51,2976207.63,33,1
ACT-014544,PRJ-0137,95,Handover,General,2022-12-17,2023-01-13,27,2023-01-13,100.0,0,2794419.01,3015997.73,0,0
ACT-014545,PRJ-0137,96,Mobilization,General,2022-12-29,2023-04-23,115,2023-04-23,100.0,0,4120835.86,3998395.63,0,0
ACT-014546,PRJ-0137,97,Site Preparation,Civil,2023-01-04,2023-01-22,18,2023-01-22,100.0,1,1483923.52,1590298.68,0,0
ACT-014547,PRJ-0137,98,Excavation,Civil,2023-01-05,2023-02-22,48,2023-02-22,100.0,0,2729737.33,2833307.35,0,0
ACT-014548,PRJ-0137,99,Foundation Works,Civil,2023-01-18,2023-05-06,108,2023-05-06,100.0,0,1970241.59,1848140.89,0,0
ACT-014549,PRJ-0137,100,Concrete Works,Structural,2023-01-21,2023-02-03,13,2023-02-12,100.0,1,3007590.22,3281310.03,9,1
ACT-014550,PRJ-0137,101,Structural Steel,Structural,2023-02-02,2023-03-22,48,2023-04-10,100.0,1,3171295.45,3325031.02,19,1
ACT-014551,PRJ-0137,102,Block Works,Architectural,2023-02-11,2023-05-21,99,2023-05-21,100.0,0,2853976.53,2837226.19,0,0
ACT-014552,PRJ-0137,103,Waterproofing,Architectural,2023-03-03,2023-03-18,15,2023-03-18,100.0,0,4360609.48,4430614.96,0,0
ACT-014553,PRJ-0137,104,Plastering,Architectural,2023-03-03,2023-04-20,48,2023-04-20,100.0,1,2141525.47,2046542.96,0,0
ACT-014554,PRJ-0137,105,Floor Finishing,Architectural,2023-03-09,2023-04-29,51,2023-04-29,100.0,1,2167811.12,2313372.4,0,0
ACT-014555,PRJ-0137,106,Painting,Architectural,2023-03-16,2023-03-29,13,2023-03-29,100.0,0,2537253.01,2370415.69,0,0
ACT-014556,PRJ-0137,107,HVAC Installation,MEP,2023-03-23,2023-06-16,85,2023-06-16,100.0,0,3095005.31,3234239.5,0,0
ACT-014557,PRJ-0137,108,Electrical Installation,MEP,2023-03-29,2023-05-14,46,2023-05-14,100.0,0,2608711.64,2844598.83,0,0
ACT-014558,PRJ-0137,109,Plumbing Installation,MEP,2023-04-08,2023-04-14,6,2023-04-14,100.0,1,3125788.64,3646434.32,0,0
ACT-014559,PRJ-0137,110,Fire Fighting Installation,MEP,2023-04-25,2023-06-06,42,2023-06-06,100.0,0,3972418.88,4499370.43,0,0
ACT-014560,PRJ-0137,111,Fire Alarm Installation,MEP,2023-04-25,2023-08-09,106,2023-08-09,100.0,0,3152076.08,2957158.7,0,0
ACT-014561,PRJ-0137,112,Testing & Commissioning,Commissioning,2023-04-27,2023-05-24,27,2023-05-24,100.0,1,3148758.86,2995805.85,0,0
ACT-014562,PRJ-0137,113,Final Inspection,Commissioning,2023-04-29,2023-08-22,115,2023-09-08,100.0,1,2760777.28,2714433.35,17,1
ACT-014563,PRJ-0137,114,Handover,General,2023-05-03,2023-05-31,28,2023-05-31,100.0,0,4093193.88,4216178.64,0,0
ACT-014564,PRJ-0137,115,Mobilization,General,2023-05-03,2023-05-15,12,2023-05-15,100.0,0,2370822.92,2296301.88,0,0
ACT-014565,PRJ-0137,116,Site Preparation,Civil,2023-05-07,2023-09-01,117,2023-09-01,100.0,0,3517941.6,3782652.02,0,0
ACT-014566,PRJ-0137,117,Excavation,Civil,2023-05-09,2023-05-27,18,2023-06-07,100.0,1,2024361.36,2069324.72,11,1
ACT-014567,PRJ-0137,118,Foundation Works,Civil,2023-05-09,2023-06-20,42,2023-06-20,100.0,1,4059597.09,4447343.36,0,0
ACT-014568,PRJ-0137,119,Concrete Works,Structural,2023-05-20,2023-09-13,116,2023-09-28,100.0,1,4235713.0,4852224.01,15,1
ACT-014569,PRJ-0137,120,Structural Steel,Structural,2023-05-24,2023-06-22,29,2023-06-22,100.0,1,1644517.81,1556815.74,0,0
ACT-014570,PRJ-0137,121,Block Works,Architectural,2023-05-25,2023-06-27,33,2023-06-27,100.0,1,1534145.04,1450082.44,0,0
ACT-014571,PRJ-0137,122,Waterproofing,Architectural,2023-05-25,2023-09-21,119,2023-09-21,100.0,1,3396853.67,3090524.3,0,0
ACT-014572,PRJ-0137,123,Plastering,Architectural,2023-05-31,2023-08-24,85,2023-08-24,100.0,0,1717421.0,1490234.97,0,0
ACT-014573,PRJ-0137,124,Floor Finishing,Architectural,2023-06-01,2023-07-24,53,2023-07-24,100.0,0,2277714.41,2750433.5,0,0
ACT-014574,PRJ-0137,125,Painting,Architectural,2023-06-04,2023-06-12,8,2023-06-12,100.0,0,3497665.12,3837289.98,0,0
ACT-014575,PRJ-0137,126,HVAC Installation,MEP,2023-06-15,2023-08-20,66,2023-08-20,100.0,1,2691951.49,2851034.24,0,0
ACT-014576,PRJ-0137,127,Electrical Installation,MEP,2023-06-17,2023-07-23,36,2023-08-11,100.0,0,2900114.66,3326842.37,19,1
ACT-014577,PRJ-0137,128,Plumbing Installation,MEP,2023-06-19,2023-10-12,115,2023-10-12,100.0,1,2727277.64,2582983.63,0,0
ACT-014578,PRJ-0137,129,Fire Fighting Installation,MEP,2023-06-22,2023-08-02,41,2023-08-02,100.0,0,2394528.39,2481735.86,0,0
ACT-014579,PRJ-0137,130,Fire Alarm Installation,MEP,2023-06-23,2023-08-03,41,2023-08-03,100.0,0,3041615.58,3328125.11,0,0
ACT-014580,PRJ-0137,131,Testing & Commissioning,Commissioning,2023-06-23,2023-07-22,29,2023-08-03,100.0,1,4373557.05,3619831.15,12,1
ACT-014581,PRJ-0137,132,Final Inspection,Commissioning,2023-07-09,2023-08-05,27,2023-08-05,100.0,0,1444710.8,1367756.89,0,0
ACT-014582,PRJ-0137,133,Handover,General,2023-07-17,2023-09-03,48,2023-09-03,100.0,0,2854897.73,2890467.14,0,0
ACT-014583,PRJ-0137,134,Mobilization,General,2023-07-18,2023-11-06,111,2023-11-06,100.0,0,2348133.72,2568223.6,0,0
ACT-014584,PRJ-0137,135,Site Preparation,Civil,2023-08-05,2023-10-29,85,2023-10-29,100.0,0,3590990.2,3386189.25,0,0
ACT-014585,PRJ-0137,136,Excavation,Civil,2023-08-22,2023-09-30,39,2023-09-30,100.0,1,2696632.03,2793112.43,0,0
ACT-014586,PRJ-0137,137,Foundation Works,Civil,2023-09-11,2023-10-11,30,2023-10-11,100.0,0,2315283.57,2052410.37,0,0
ACT-014587,PRJ-0137,138,Concrete Works,Structural,2023-09-14,2023-09-24,10,2023-09-24,100.0,0,3862197.88,4335231.95,0,0
ACT-014588,PRJ-0137,139,Structural Steel,Structural,2023-09-22,2023-09-30,8,2023-10-27,100.0,0,3899703.67,3969411.19,27,1
ACT-014589,PRJ-0137,140,Block Works,Architectural,2023-09-23,2023-12-12,80,2023-12-12,100.0,0,3242890.78,3372468.71,0,0
ACT-014590,PRJ-0137,141,Waterproofing,Architectural,2023-10-06,2023-12-20,75,2023-12-20,100.0,0,3803455.83,3818122.65,0,0
ACT-014591,PRJ-0137,142,Plastering,Architectural,2023-10-10,2023-11-11,32,2023-12-10,100.0,0,3858876.41,4203849.88,29,1
ACT-014592,PRJ-0137,143,Floor Finishing,Architectural,2023-10-15,2023-12-28,74,2024-01-23,100.0,0,4419225.65,4749114.98,26,1
ACT-014593,PRJ-0137,144,Painting,Architectural,2023-10-18,2023-10-27,9,2023-10-27,100.0,1,1583868.02,1412258.04,0,0
ACT-014594,PRJ-0137,145,HVAC Installation,MEP,2023-10-21,2023-11-14,24,2023-11-14,100.0,0,1793564.06,1730446.14,0,0
ACT-014595,PRJ-0137,146,Electrical Installation,MEP,2023-10-21,2023-11-27,37,2023-12-02,100.0,0,1321249.95,1440168.29,5,0
ACT-014596,PRJ-0137,147,Plumbing Installation,MEP,2023-10-22,2023-11-22,31,2023-11-22,100.0,1,2947736.9,3177550.48,0,0
ACT-014597,PRJ-0137,148,Fire Fighting Installation,MEP,2023-10-23,2023-12-28,66,2023-12-28,100.0,0,1448585.47,1467692.54,0,0
ACT-014598,PRJ-0137,149,Fire Alarm Installation,MEP,2023-10-27,2023-11-12,16,2023-11-22,100.0,0,2200148.39,1901674.58,10,1
ACT-014599,PRJ-0137,150,Testing & Commissioning,Commissioning,2023-10-30,2023-12-03,34,2023-12-15,100.0,1,4229607.8,4691768.94,12,1
ACT-014600,PRJ-0137,151,Final Inspection,Commissioning,2023-11-08,2023-12-28,50,2024-01-14,100.0,0,4062640.96,4099591.76,17,1
ACT-014601,PRJ-0137,152,Handover,General,2023-11-15,2023-12-17,32,2024-01-01,100.0,0,3799764.76,3985106.38,15,1
ACT-014602,PRJ-0137,153,Mobilization,General,2023-11-20,2023-12-04,14,2023-12-06,100.0,0,4122072.77,4084606.18,2,0
ACT-014603,PRJ-0137,154,Site Preparation,Civil,2023-11-22,2023-12-28,36,2023-12-28,100.0,0,2138207.07,2264054.98,0,0
ACT-014604,PRJ-0138,1,Mobilization,General,2023-04-11,2023-05-14,33,2023-05-14,100.0,0,1532041.1,1621266.7,0,0
ACT-014605,PRJ-0138,2,Site Preparation,Civil,2023-05-01,2023-07-07,67,2023-07-07,100.0,0,1267244.23,1388689.06,0,0
ACT-014606,PRJ-0138,3,Excavation,Civil,2023-05-04,2023-05-14,10,2023-05-14,100.0,0,629352.75,645758.74,0,0
ACT-014607,PRJ-0138,4,Foundation Works,Civil,2023-05-04,2023-05-18,14,2023-05-18,100.0,0,933577.08,946467.5,0,0
ACT-014608,PRJ-0138,5,Concrete Works,Structural,2023-05-12,2023-07-03,52,2023-07-03,100.0,0,1561153.5,1550520.7,0,0
ACT-014609,PRJ-0138,6,Structural Steel,Structural,2023-05-25,2023-07-04,40,2023-07-04,100.0,0,752779.75,821824.63,0,0
ACT-014610,PRJ-0138,7,Block Works,Architectural,2023-06-08,2023-07-14,36,2023-07-14,100.0,0,624831.84,624919.24,0,0
ACT-014611,PRJ-0138,8,Waterproofing,Architectural,2023-06-14,2023-06-24,10,2023-06-24,100.0,1,602749.0,559796.88,0,0
ACT-014612,PRJ-0138,9,Plastering,Architectural,2023-06-28,2023-09-14,78,2023-09-14,100.0,1,1528090.08,1595629.38,0,0
ACT-014613,PRJ-0138,10,Floor Finishing,Architectural,2023-06-29,2023-07-05,6,2023-07-05,100.0,0,1222071.62,1241226.14,0,0
ACT-014614,PRJ-0138,11,Painting,Architectural,2023-07-02,2023-09-09,69,2023-09-11,100.0,0,1431397.72,1134945.64,2,0
ACT-014615,PRJ-0138,12,HVAC Installation,MEP,2023-07-09,2023-08-24,46,2023-08-24,100.0,0,1121847.2,1040096.66,0,0
ACT-014616,PRJ-0138,13,Electrical Installation,MEP,2023-07-14,2023-08-07,24,2023-08-07,100.0,0,1378572.93,1475415.22,0,0
ACT-014617,PRJ-0138,14,Plumbing Installation,MEP,2023-07-15,2023-09-19,66,2023-09-19,100.0,0,928143.27,925756.92,0,0
ACT-014618,PRJ-0138,15,Fire Fighting Installation,MEP,2023-07-18,2023-08-17,30,2023-08-17,100.0,1,1164407.25,1184613.33,0,0
ACT-014619,PRJ-0138,16,Fire Alarm Installation,MEP,2023-07-29,2023-08-22,24,2023-08-22,100.0,0,1110130.88,1124438.39,0,0
ACT-014620,PRJ-0138,17,Testing & Commissioning,Commissioning,2023-07-30,2023-10-21,83,2023-10-21,100.0,1,1062704.97,1056161.1,0,0
ACT-014621,PRJ-0138,18,Final Inspection,Commissioning,2023-09-02,2023-10-28,56,2023-10-28,100.0,0,798830.66,735852.11,0,0
ACT-014622,PRJ-0138,19,Handover,General,2023-09-10,2023-09-25,15,2023-09-25,100.0,0,1307920.09,1381704.37,0,0
ACT-014623,PRJ-0138,20,Mobilization,General,2023-09-14,2023-11-06,53,2023-11-06,100.0,1,942455.6,953407.66,0,0
ACT-014624,PRJ-0138,21,Site Preparation,Civil,2023-09-28,2023-10-07,9,2023-10-07,100.0,0,1233957.22,1246276.96,0,0
ACT-014625,PRJ-0138,22,Excavation,Civil,2023-09-29,2023-11-05,37,2023-11-05,100.0,1,847501.51,937462.21,0,0
ACT-014626,PRJ-0138,23,Foundation Works,Civil,2023-09-30,2023-11-19,50,2023-11-19,100.0,0,657993.09,708810.02,0,0
ACT-014627,PRJ-0138,24,Concrete Works,Structural,2023-10-04,2023-10-12,8,2023-10-12,100.0,0,1277873.45,1351285.51,0,0
ACT-014628,PRJ-0138,25,Structural Steel,Structural,2023-10-17,2024-01-04,79,2024-01-18,100.0,1,884679.71,864288.18,14,1
ACT-014629,PRJ-0138,26,Block Works,Architectural,2023-10-18,2024-01-03,77,2024-01-03,100.0,0,1135124.82,1234685.93,0,0
ACT-014630,PRJ-0138,27,Waterproofing,Architectural,2023-10-28,2023-11-21,24,2023-11-21,100.0,0,720101.51,736501.16,0,0
ACT-014631,PRJ-0138,28,Plastering,Architectural,2023-11-01,2023-12-22,51,2023-12-22,100.0,0,517460.85,544832.42,0,0
ACT-014632,PRJ-0138,29,Floor Finishing,Architectural,2023-11-08,2023-12-18,40,2023-12-18,100.0,1,1023923.18,970411.3,0,0
ACT-014633,PRJ-0138,30,Painting,Architectural,2023-11-09,2023-12-08,29,2023-12-08,100.0,1,731103.44,647708.66,0,0
ACT-014634,PRJ-0138,31,HVAC Installation,MEP,2023-11-13,2023-12-10,27,2023-12-10,100.0,1,1243932.31,1236557.78,0,0
ACT-014635,PRJ-0138,32,Electrical Installation,MEP,2023-11-14,2024-01-12,59,2024-01-12,100.0,1,1011284.33,930067.55,0,0
ACT-014636,PRJ-0138,33,Plumbing Installation,MEP,2023-11-16,2023-11-28,12,2023-11-28,100.0,0,857973.67,952541.32,0,0
ACT-014637,PRJ-0138,34,Fire Fighting Installation,MEP,2023-11-20,2023-12-04,14,2023-12-04,100.0,0,1397479.12,1300878.83,0,0
