event_id,event_date,equipment_id,equipment_type,operating_hours,downtime_hours,utilization_rate,maintenance_flag,failure_flag,failure_severity,maintenance_cost,degradation_index,event_type
EQEV-00085876,2025-01-16,EQP-00934,Generator,5.96,0.81,0.5874,0,0,None,28.81,0.422,Normal Operation
EQEV-00085877,2025-01-17,EQP-00934,Generator,6.91,1.24,0.632,0,0,None,20.98,0.4354,Normal Operation
EQEV-00085878,2025-01-18,EQP-00934,Generator,3.64,2.41,0.3864,0,0,None,24.21,0.3617,Normal Operation
EQEV-00085879,2025-01-19,EQP-00934,Generator,4.75,0.76,0.5179,0,0,None,38.02,0.4011,Normal Operation
EQEV-00085880,2025-01-20,EQP-00934,Generator,6.65,1.73,0.629,0,0,None,54.21,0.4345,Normal Operation
EQEV-00085881,2025-01-21,EQP-00934,Generator,6.45,3.28,0.6741,0,0,None,35.24,0.448,Normal Operation
EQEV-00085882,2025-01-22,EQP-00934,Generator,6.82,3.19,0.6548,1,0,None,95.13,0.4422,Maintenance
EQEV-00085883,2025-01-23,EQP-00934,Generator,5.18,2.49,0.4807,0,0,None,31.1,0.39,Normal Operation
EQEV-00085884,2025-01-24,EQP-00934,Generator,6.49,1.55,0.6092,0,0,None,57.17,0.4285,Normal Operation
EQEV-00085885,2025-01-25,EQP-00934,Generator,4.56,0.31,0.4699,0,0,None,48.54,0.3867,Normal Operation
EQEV-00085886,2025-01-26,EQP-00934,Generator,5.58,3.92,0.5758,0,0,None,32.9,0.4185,Normal Operation
EQEV-00085887,2025-01-27,EQP-00934,Generator,7.29,1.46,0.6965,0,0,None,25.53,0.4547,Normal Operation
EQEV-00085888,2025-01-28,EQP-00934,Generator,4.96,1.97,0.5252,0,0,None,19.53,0.4033,Normal Operation
EQEV-00085889,2025-01-29,EQP-00934,Generator,6.92,2.13,0.7467,0,0,None,27.79,0.4698,Normal Operation
EQEV-00085890,2025-01-30,EQP-00934,Generator,5.22,3.37,0.5193,0,0,None,20.82,0.4016,Normal Operation
EQEV-00085891,2025-01-31,EQP-00934,Generator,6.5,2.87,0.6583,0,0,None,44.4,0.4433,Normal Operation
EQEV-00085892,2025-02-01,EQP-00934,Generator,3.89,0.37,0.3853,0,0,None,25.63,0.3614,Normal Operation
EQEV-00085893,2025-02-02,EQP-00934,Generator,3.75,1.66,0.3981,0,0,None,23.23,0.3652,Normal Operation
EQEV-00085894,2025-02-03,EQP-00934,Generator,6.88,1.97,0.6937,0,0,None,54.92,0.4539,Normal Operation
EQEV-00085895,2025-02-04,EQP-00934,Generator,3.33,2.39,0.3541,0,0,None,23.59,0.352,Normal Operation
EQEV-00085896,2025-02-05,EQP-00934,Generator,5.08,1.71,0.5203,0,0,None,32.62,0.4019,Normal Operation
EQEV-00085897,2025-02-06,EQP-00934,Generator,4.59,1.33,0.4765,0,0,None,48.39,0.3887,Normal Operation
EQEV-00085898,2025-02-07,EQP-00934,Generator,5.49,1.28,0.5506,0,0,None,54.13,0.411,Normal Operation
EQEV-00085899,2025-02-08,EQP-00934,Generator,3.61,0.94,0.3686,0,0,None,41.01,0.3564,Normal Operation
EQEV-00085900,2025-02-09,EQP-00934,Generator,4.48,1.51,0.4345,0,0,None,57.07,0.3761,Normal Operation
EQEV-00085901,2025-02-10,EQP-00934,Generator,6.33,1.38,0.6499,0,0,None,36.71,0.4407,Normal Operation
EQEV-00085902,2025-02-11,EQP-00934,Generator,6.6,1.33,0.7084,0,0,None,35.66,0.4583,Normal Operation
EQEV-00085903,2025-02-12,EQP-00934,Generator,4.99,1.62,0.5241,0,0,None,23.73,0.403,Normal Operation
EQEV-00085904,2025-02-13,EQP-00934,Generator,6.6,3.84,0.6455,0,0,None,32.86,0.4394,Normal Operation
EQEV-00085905,2025-02-14,EQP-00934,Generator,5.55,0.87,0.5572,0,0,None,30.76,0.4129,Normal Operation
EQEV-00085906,2025-02-15,EQP-00934,Generator,5.14,1.1,0.4919,0,0,None,20.37,0.3933,Normal Operation
EQEV-00085907,2025-02-16,EQP-00934,Generator,5.33,2.31,0.5914,0,0,None,53.55,0.4232,Normal Operation
EQEV-00085908,2025-02-17,EQP-00934,Generator,6.97,0.61,0.7225,1,0,None,98.97,0.4625,Maintenance
EQEV-00085909,2025-02-18,EQP-00934,Generator,7.13,2.37,0.6596,0,0,None,38.79,0.4436,Normal Operation
EQEV-00085910,2025-02-19,EQP-00934,Generator,6.08,1.74,0.5526,0,0,None,23.24,0.4116,Normal Operation
EQEV-00085911,2025-02-20,EQP-00934,Generator,6.84,0.09,0.6547,0,0,None,54.19,0.4422,Normal Operation
EQEV-00085912,2025-02-21,EQP-00934,Generator,4.02,1.15,0.4322,0,0,None,46.96,0.3754,Normal Operation
EQEV-00085913,2025-02-22,EQP-00934,Generator,6.19,0.1,0.5781,0,0,None,56.23,0.4192,Normal Operation
EQEV-00085914,2025-02-23,EQP-00934,Generator,4.81,1.24,0.4993,0,0,None,41.25,0.3956,Normal Operation
EQEV-00085915,2025-02-24,EQP-00934,Generator,7.33,11.2,0.6735,0,0,None,42.1,0.4478,Downtime
EQEV-00085916,2025-02-25,EQP-00934,Generator,6.61,2.61,0.6227,0,0,None,44.08,0.4326,Normal Operation
EQEV-00085917,2025-02-26,EQP-00934,Generator,4.99,2.35,0.5545,0,0,None,46.5,0.4121,Normal Operation
EQEV-00085918,2025-02-27,EQP-00934,Generator,4.92,3.56,0.5158,0,0,None,54.83,0.4005,Normal Operation
EQEV-00085919,2025-02-28,EQP-00934,Generator,6.37,6.19,0.6041,0,0,None,24.93,0.427,Downtime
EQEV-00085920,2025-03-01,EQP-00934,Generator,6.34,0.98,0.578,0,1,Minor,150.25,0.4192,Failure
EQEV-00085921,2025-03-02,EQP-00934,Generator,4.48,8.22,0.4586,0,0,None,28.58,0.3834,Downtime
EQEV-00085922,2025-03-03,EQP-00934,Generator,4.93,0.9,0.4959,0,0,None,24.84,0.3945,Normal Operation
EQEV-00085923,2025-03-04,EQP-00934,Generator,5.03,4.01,0.5297,0,0,None,31.37,0.4047,Downtime
EQEV-00085924,2025-03-05,EQP-00934,Generator,6.1,1.32,0.6177,0,0,None,23.37,0.4311,Normal Operation
EQEV-00085925,2025-03-06,EQP-00934,Generator,5.03,0.36,0.5413,0,0,None,53.78,0.4082,Normal Operation
EQEV-00085926,2025-03-07,EQP-00934,Generator,5.68,1.57,0.5248,0,0,None,43.29,0.4032,Normal Operation
EQEV-00085927,2025-03-08,EQP-00934,Generator,5.71,0.61,0.5755,0,1,Minor,333.38,0.4184,Failure
EQEV-00085928,2025-03-09,EQP-00934,Generator,4.59,0.42,0.426,0,0,None,24.23,0.3736,Normal Operation
EQEV-00085929,2025-03-10,EQP-00934,Generator,5.85,1.0,0.6057,0,0,None,28.58,0.4275,Normal Operation
EQEV-00085930,2025-03-11,EQP-00934,Generator,6.07,0.39,0.6113,0,0,None,30.8,0.4292,Normal Operation
EQEV-00085931,2025-03-12,EQP-00934,Generator,5.68,2.33,0.5844,0,0,None,48.28,0.4211,Normal Operation
EQEV-00085932,2025-03-13,EQP-00934,Generator,5.71,0.43,0.5491,0,0,None,45.26,0.4105,Normal Operation
EQEV-00085933,2025-03-14,EQP-00934,Generator,6.49,8.28,0.6973,0,0,None,38.05,0.455,Downtime
EQEV-00085934,2025-03-15,EQP-00934,Generator,5.11,0.38,0.5088,0,0,None,48.67,0.3984,Normal Operation
EQEV-00085935,2025-03-16,EQP-00934,Generator,5.93,4.67,0.6141,0,0,None,56.84,0.43,Downtime
EQEV-00085936,2025-03-17,EQP-00934,Generator,6.05,2.28,0.5533,1,0,None,135.09,0.4118,Maintenance
EQEV-00085937,2025-03-18,EQP-00934,Generator,6.49,2.57,0.635,0,0,None,36.92,0.4363,Normal Operation
EQEV-00085938,2025-03-19,EQP-00934,Generator,6.78,2.22,0.6274,0,0,None,34.33,0.434,Normal Operation
EQEV-00085939,2025-03-20,EQP-00934,Generator,6.08,2.55,0.6729,0,0,None,43.18,0.4476,Normal Operation
EQEV-00085940,2025-03-21,EQP-00934,Generator,7.38,1.43,0.6805,0,0,None,47.17,0.4499,Normal Operation
EQEV-00085941,2025-03-22,EQP-00934,Generator,4.57,0.87,0.4704,0,1,Moderate,230.77,0.3869,Failure
EQEV-00085942,2025-03-23,EQP-00934,Generator,4.86,3.24,0.4768,0,0,None,22.8,0.3888,Normal Operation
EQEV-00085943,2025-03-24,EQP-00934,Generator,7.32,2.65,0.7763,0,0,None,23.42,0.4787,Normal Operation
EQEV-00085944,2025-03-25,EQP-00934,Generator,4.98,1.41,0.5317,0,0,None,51.23,0.4053,Normal Operation
EQEV-00085945,2025-03-26,EQP-00934,Generator,5.66,2.81,0.5293,0,0,None,55.58,0.4046,Normal Operation
EQEV-00085946,2025-03-27,EQP-00934,Generator,5.08,1.13,0.4725,0,0,None,38.8,0.3875,Normal Operation
EQEV-00085947,2025-03-28,EQP-00934,Generator,4.66,3.67,0.4349,0,0,None,34.38,0.3762,Normal Operation
EQEV-00085948,2025-03-29,EQP-00934,Generator,5.42,1.8,0.5402,0,0,None,45.15,0.4078,Normal Operation
EQEV-00085949,2025-03-30,EQP-00934,Generator,4.54,0.5,0.489,0,0,None,27.37,0.3925,Normal Operation
EQEV-00085950,2025-03-31,EQP-00934,Generator,5.75,2.27,0.5309,0,0,None,53.02,0.405,Normal Operation
EQEV-00085951,2025-04-01,EQP-00934,Generator,6.71,2.3,0.6191,0,0,None,51.57,0.4315,Normal Operation
EQEV-00085952,2025-04-02,EQP-00934,Generator,7.63,0.22,0.8018,0,0,None,52.78,0.4863,Normal Operation
EQEV-00085953,2025-04-03,EQP-00934,Generator,5.59,0.14,0.5779,0,0,None,50.51,0.4191,Normal Operation
EQEV-00085954,2025-04-04,EQP-00934,Generator,4.31,4.49,0.4755,0,0,None,37.46,0.3884,Downtime
EQEV-00085955,2025-04-05,EQP-00934,Generator,4.12,1.04,0.4392,0,0,None,31.72,0.3775,Normal Operation
EQEV-00085956,2025-04-06,EQP-00934,Generator,4.37,2.76,0.4512,0,0,None,42.3,0.3811,Normal Operation
EQEV-00085957,2025-04-07,EQP-00934,Generator,5.72,0.54,0.5559,0,0,None,49.15,0.4125,Normal Operation
EQEV-00085958,2025-04-08,EQP-00934,Generator,6.48,0.86,0.6655,0,1,Major,172.33,0.4454,Failure
EQEV-00085959,2025-04-09,EQP-00934,Generator,6.31,1.23,0.6281,0,0,None,44.18,0.4342,Normal Operation
EQEV-00085960,2025-04-10,EQP-00934,Generator,6.52,2.33,0.6286,0,0,None,26.11,0.4344,Normal Operation
EQEV-00085961,2025-04-11,EQP-00934,Generator,5.4,2.13,0.5879,0,0,None,28.71,0.4221,Normal Operation
EQEV-00085962,2025-04-12,EQP-00934,Generator,4.79,1.04,0.4627,1,0,None,88.33,0.3846,Maintenance
EQEV-00085963,2025-04-13,EQP-00934,Generator,4.6,0.22,0.4965,0,0,None,47.76,0.3947,Normal Operation
EQEV-00085964,2025-04-14,EQP-00934,Generator,5.18,0.87,0.5561,0,0,None,42.73,0.4126,Normal Operation
EQEV-00085965,2025-04-15,EQP-00934,Generator,5.92,3.91,0.6466,0,0,None,24.68,0.4398,Normal Operation
EQEV-00085966,2025-04-16,EQP-00934,Generator,7.41,3.93,0.677,0,1,Moderate,198.96,0.4489,Failure
EQEV-00085967,2025-04-17,EQP-00934,Generator,5.46,2.77,0.5174,0,0,None,53.89,0.401,Normal Operation
EQEV-00085968,2025-04-18,EQP-00934,Generator,7.57,1.76,0.6994,0,0,None,40.39,0.4556,Normal Operation
EQEV-00085969,2025-04-19,EQP-00934,Generator,6.39,2.85,0.5903,1,0,None,41.08,0.4229,Maintenance
EQEV-00085970,2025-04-20,EQP-00934,Generator,5.07,4.44,0.5136,0,0,None,50.34,0.3999,Downtime
EQEV-00085971,2025-04-21,EQP-00934,Generator,4.78,2.01,0.5044,0,0,None,26.27,0.3971,Normal Operation
EQEV-00085972,2025-04-22,EQP-00934,Generator,6.84,1.73,0.6389,0,0,None,20.41,0.4374,Normal Operation
EQEV-00085973,2025-04-23,EQP-00934,Generator,6.41,4.42,0.6756,0,0,None,52.58,0.4484,Downtime
EQEV-00085974,2025-04-24,EQP-00934,Generator,5.76,2.42,0.5953,1,0,None,197.39,0.4244,Maintenance
EQEV-00085975,2025-04-25,EQP-00934,Generator,6.17,3.11,0.6072,0,0,None,55.85,0.4279,Normal Operation
EQEV-00085976,2025-04-26,EQP-00934,Generator,5.37,1.16,0.5674,0,0,None,35.03,0.416,Normal Operation
EQEV-00085977,2025-04-27,EQP-00934,Generator,5.54,3.4,0.5517,0,0,None,37.91,0.4113,Normal Operation
EQEV-00085978,2025-04-28,EQP-00934,Generator,6.4,1.6,0.6563,0,0,None,52.27,0.4427,Normal Operation
EQEV-00085979,2025-04-29,EQP-00934,Generator,6.35,1.23,0.6354,0,0,None,45.05,0.4364,Normal Operation
EQEV-00085980,2025-04-30,EQP-00934,Generator,5.19,2.88,0.5415,0,0,None,29.71,0.4082,Normal Operation
EQEV-00085981,2025-05-01,EQP-00934,Generator,6.03,0.38,0.6584,0,0,None,28.34,0.4433,Normal Operation
EQEV-00085982,2025-05-02,EQP-00934,Generator,5.54,1.76,0.6068,0,0,None,28.51,0.4278,Normal Operation
EQEV-00085983,2025-05-03,EQP-00934,Generator,4.43,5.58,0.4916,0,0,None,54.47,0.3933,Downtime
EQEV-00085984,2025-05-04,EQP-00934,Generator,4.98,2.4,0.4937,0,0,None,30.82,0.3939,Normal Operation
EQEV-00085985,2025-05-05,EQP-00934,Generator,7.78,1.07,0.7256,0,0,None,46.26,0.4634,Normal Operation
EQEV-00085986,2025-05-06,EQP-00934,Generator,5.56,1.26,0.522,0,0,None,27.5,0.4024,Normal Operation
EQEV-00085987,2025-05-07,EQP-00934,Generator,4.94,1.4,0.5043,0,0,None,39.19,0.3971,Normal Operation
EQEV-00085988,2025-05-08,EQP-00934,Generator,6.2,0.9,0.5839,0,0,None,21.02,0.4209,Normal Operation
EQEV-00085989,2025-05-09,EQP-00934,Generator,4.69,3.97,0.498,0,0,None,57.38,0.3952,Normal Operation
EQEV-00085990,2025-05-10,EQP-00934,Generator,4.54,2.58,0.4985,0,0,None,25.85,0.3953,Normal Operation
EQEV-00085991,2025-05-11,EQP-00934,Generator,5.41,0.58,0.525,0,0,None,22.73,0.4033,Normal Operation
EQEV-00085992,2025-05-12,EQP-00934,Generator,5.51,1.27,0.5423,0,0,None,35.92,0.4085,Normal Operation
EQEV-00085993,2025-05-13,EQP-00934,Generator,6.64,3.63,0.6117,0,0,None,55.21,0.4293,Normal Operation
EQEV-00085994,2025-05-14,EQP-00934,Generator,5.97,0.16,0.5635,0,0,None,46.31,0.4148,Normal Operation
EQEV-00085995,2025-05-15,EQP-00934,Generator,6.42,4.47,0.6108,0,0,None,37.39,0.429,Downtime
EQEV-00085996,2025-05-16,EQP-00934,Generator,5.88,7.57,0.5423,0,0,None,28.42,0.4085,Downtime
EQEV-00085997,2025-05-17,EQP-00934,Generator,5.49,2.94,0.5364,0,0,None,24.25,0.4067,Normal Operation
EQEV-00085998,2025-05-18,EQP-00934,Generator,4.69,3.3,0.5182,0,0,None,43.76,0.4012,Normal Operation
EQEV-00085999,2025-05-19,EQP-00934,Generator,6.78,6.1,0.6423,0,0,None,41.03,0.4385,Downtime
EQEV-00086000,2025-05-20,EQP-00934,Generator,5.53,0.48,0.5852,0,0,None,55.27,0.4213,Normal Operation
EQEV-00086001,2025-05-21,EQP-00934,Generator,5.73,1.53,0.5562,0,0,None,45.84,0.4126,Normal Operation
EQEV-00086002,2025-05-22,EQP-00934,Generator,5.74,0.52,0.5591,0,0,None,48.01,0.4135,Normal Operation
EQEV-00086003,2025-05-23,EQP-00934,Generator,5.62,1.95,0.5949,0,0,None,37.55,0.4242,Normal Operation
EQEV-00086004,2025-05-24,EQP-00934,Generator,4.33,6.16,0.4531,0,0,None,37.27,0.3817,Downtime
EQEV-00086005,2025-05-25,EQP-00934,Generator,4.47,1.62,0.466,0,0,None,49.85,0.3856,Normal Operation
EQEV-00086006,2025-05-26,EQP-00934,Generator,6.1,2.31,0.6006,0,0,None,46.14,0.426,Normal Operation
EQEV-00086007,2025-05-27,EQP-00934,Generator,6.24,0.61,0.6517,0,0,None,19.29,0.4413,Normal Operation
EQEV-00086008,2025-05-28,EQP-00934,Generator,5.0,4.68,0.4869,0,0,None,24.12,0.3918,Downtime
EQEV-00086009,2025-05-29,EQP-00934,Generator,6.89,2.9,0.6355,0,0,None,21.12,0.4364,Normal Operation
EQEV-00086010,2025-05-30,EQP-00934,Generator,5.21,2.19,0.547,0,0,None,20.37,0.4099,Normal Operation
EQEV-00086011,2025-05-31,EQP-00934,Generator,4.65,2.08,0.4554,0,0,None,43.01,0.3824,Normal Operation
EQEV-00086012,2025-06-01,EQP-00934,Generator,6.68,1.81,0.6257,0,0,None,23.8,0.4335,Normal Operation
EQEV-00086013,2025-06-02,EQP-00934,Generator,8.0,0.51,0.8706,0,0,None,24.1,0.507,Normal Operation
EQEV-00086014,2025-06-03,EQP-00934,Generator,6.71,2.17,0.6645,0,0,None,25.55,0.4451,Normal Operation
EQEV-00086015,2025-06-04,EQP-00934,Generator,6.1,5.05,0.5805,0,0,None,49.68,0.4199,Downtime
EQEV-00086016,2025-06-05,EQP-00934,Generator,6.37,0.72,0.6121,0,0,None,29.32,0.4294,Normal Operation
EQEV-00086017,2025-06-06,EQP-00934,Generator,4.38,1.93,0.4676,0,0,None,51.52,0.386,Normal Operation
EQEV-00086018,2025-06-07,EQP-00934,Generator,7.26,3.76,0.7182,0,0,None,28.41,0.4612,Normal Operation
EQEV-00086019,2025-06-08,EQP-00934,Generator,4.57,0.37,0.4759,0,0,None,39.09,0.3885,Normal Operation
EQEV-00086020,2025-06-09,EQP-00934,Generator,6.17,2.47,0.6365,1,0,None,160.53,0.4367,Maintenance
EQEV-00086021,2025-06-10,EQP-00934,Generator,5.26,1.25,0.5304,1,0,None,109.83,0.4049,Maintenance
EQEV-00086022,2025-06-11,EQP-00934,Generator,4.91,2.74,0.4507,0,0,None,51.75,0.381,Normal Operation
EQEV-00086023,2025-06-12,EQP-00934,Generator,7.05,0.79,0.7268,0,0,None,26.96,0.4638,Normal Operation
EQEV-00086024,2025-06-13,EQP-00934,Generator,5.32,2.79,0.5162,0,0,None,39.21,0.4006,Normal Operation
EQEV-00086025,2025-06-14,EQP-00934,Generator,5.2,0.91,0.489,0,0,None,44.93,0.3925,Normal Operation
EQEV-00086026,2025-06-15,EQP-00934,Generator,6.4,0.52,0.6158,0,0,None,56.64,0.4305,Normal Operation
EQEV-00086027,2025-06-16,EQP-00934,Generator,6.91,1.28,0.669,0,0,None,52.23,0.4465,Normal Operation
EQEV-00086028,2025-06-17,EQP-00934,Generator,6.56,0.65,0.6345,0,0,None,43.16,0.4361,Normal Operation
EQEV-00086029,2025-06-18,EQP-00934,Generator,5.73,1.88,0.556,1,0,None,118.17,0.4126,Maintenance
EQEV-00086030,2025-06-19,EQP-00934,Generator,6.21,1.14,0.6656,0,0,None,24.98,0.4454,Normal Operation
EQEV-00086031,2025-06-20,EQP-00934,Generator,5.76,0.98,0.6283,0,0,None,54.15,0.4343,Normal Operation
EQEV-00086032,2025-06-21,EQP-00934,Generator,5.58,1.51,0.5152,0,0,None,23.58,0.4003,Normal Operation
EQEV-00086033,2025-06-22,EQP-00934,Generator,5.23,1.78,0.5284,0,0,None,26.58,0.4043,Normal Operation
EQEV-00086034,2025-06-23,EQP-00934,Generator,4.69,2.31,0.4885,0,0,None,22.05,0.3923,Normal Operation
EQEV-00086035,2025-06-24,EQP-00934,Generator,6.16,2.47,0.6631,0,0,None,45.98,0.4447,Normal Operation
EQEV-00086036,2025-06-25,EQP-00934,Generator,5.61,0.01,0.5416,0,1,Minor,156.55,0.4082,Failure
EQEV-00086037,2025-06-26,EQP-00934,Generator,4.47,2.16,0.4715,0,0,None,32.43,0.3872,Normal Operation
EQEV-00086038,2025-06-27,EQP-00934,Generator,6.82,4.36,0.6507,0,0,None,32.93,0.441,Downtime
EQEV-00086039,2025-06-28,EQP-00934,Generator,4.79,3.87,0.4454,0,0,None,53.15,0.3794,Normal Operation
EQEV-00086040,2025-06-29,EQP-00934,Generator,4.24,0.9,0.4247,0,0,None,28.85,0.3732,Normal Operation
EQEV-00086041,2025-01-01,EQP-00606,Welding Machine,5.8,1.88,0.6058,0,0,None,84.73,0.531,Normal Operation
EQEV-00086042,2025-01-02,EQP-00606,Welding Machine,5.01,6.67,0.5185,0,0,None,127.6,0.5048,Downtime
EQEV-00086043,2025-01-03,EQP-00606,Welding Machine,7.34,1.3,0.7031,0,0,None,57.04,0.5602,Normal Operation
EQEV-00086044,2025-01-04,EQP-00606,Welding Machine,4.38,2.03,0.4116,0,0,None,115.79,0.4727,Normal Operation
EQEV-00086045,2025-01-05,EQP-00606,Welding Machine,5.29,1.19,0.4928,0,0,None,95.55,0.4971,Normal Operation
EQEV-00086046,2025-01-06,EQP-00606,Welding Machine,5.88,0.75,0.6506,0,0,None,51.35,0.5444,Normal Operation
EQEV-00086047,2025-01-07,EQP-00606,Welding Machine,5.42,2.63,0.5478,0,0,None,116.08,0.5136,Normal Operation
EQEV-00086048,2025-01-08,EQP-00606,Welding Machine,5.25,1.66,0.5096,0,0,None,56.6,0.5021,Normal Operation
EQEV-00086049,2025-01-09,EQP-00606,Welding Machine,6.67,7.01,0.6923,0,0,None,80.77,0.5569,Downtime
EQEV-00086050,2025-01-10,EQP-00606,Welding Machine,4.74,1.03,0.436,0,0,None,137.03,0.48,Normal Operation
EQEV-00086051,2025-01-11,EQP-00606,Welding Machine,4.59,4.34,0.4834,0,0,None,118.92,0.4943,Downtime
EQEV-00086052,2025-01-12,EQP-00606,Welding Machine,4.23,0.24,0.3872,0,0,None,75.78,0.4654,Normal Operation
EQEV-00086053,2025-01-13,EQP-00606,Welding Machine,6.08,2.59,0.5727,0,0,None,64.31,0.5211,Normal Operation
EQEV-00086054,2025-01-14,EQP-00606,Welding Machine,5.44,2.94,0.6042,0,0,None,120.17,0.5305,Normal Operation
EQEV-00086055,2025-01-15,EQP-00606,Welding Machine,5.56,8.86,0.5838,0,0,None,84.25,0.5244,Downtime
EQEV-00086056,2025-01-16,EQP-00606,Welding Machine,8.28,0.52,0.7548,0,0,None,91.54,0.5757,Normal Operation
EQEV-00086057,2025-01-17,EQP-00606,Welding Machine,6.89,0.8,0.6809,0,0,None,135.38,0.5535,Normal Operation
EQEV-00086058,2025-01-18,EQP-00606,Welding Machine,5.56,3.66,0.5317,0,0,None,113.86,0.5088,Normal Operation
EQEV-00086059,2025-01-19,EQP-00606,Welding Machine,4.62,4.76,0.4225,0,0,None,95.46,0.476,Downtime
EQEV-00086060,2025-01-20,EQP-00606,Welding Machine,6.38,3.85,0.6151,0,0,None,106.24,0.5338,Normal Operation
EQEV-00086061,2025-01-21,EQP-00606,Welding Machine,8.5,0.13,0.7783,0,0,None,94.43,0.5827,Normal Operation
EQEV-00086062,2025-01-22,EQP-00606,Welding Machine,6.85,1.82,0.6291,0,0,None,136.02,0.538,Normal Operation
EQEV-00086063,2025-01-23,EQP-00606,Welding Machine,5.02,0.38,0.4709,0,0,None,73.34,0.4905,Normal Operation
EQEV-00086064,2025-01-24,EQP-00606,Welding Machine,6.26,1.99,0.6046,0,0,None,114.36,0.5306,Normal Operation
EQEV-00086065,2025-01-25,EQP-00606,Welding Machine,4.81,0.74,0.4935,0,0,None,113.39,0.4973,Normal Operation
EQEV-00086066,2025-01-26,EQP-00606,Welding Machine,4.78,0.51,0.4614,0,0,None,63.7,0.4877,Normal Operation
EQEV-00086067,2025-01-27,EQP-00606,Welding Machine,5.26,3.68,0.5357,0,0,None,82.96,0.51,Normal Operation
EQEV-00086068,2025-01-28,EQP-00606,Welding Machine,5.55,1.01,0.5845,0,0,None,136.78,0.5246,Normal Operation
EQEV-00086069,2025-01-29,EQP-00606,Welding Machine,5.78,3.33,0.5543,0,0,None,105.37,0.5155,Normal Operation
EQEV-00086070,2025-01-30,EQP-00606,Welding Machine,4.86,3.52,0.5076,0,0,None,73.73,0.5015,Normal Operation
EQEV-00086071,2025-01-31,EQP-00606,Welding Machine,4.72,1.22,0.4422,0,0,None,54.45,0.4819,Normal Operation
EQEV-00086072,2025-02-01,EQP-00606,Welding Machine,5.23,2.86,0.4782,0,0,None,103.69,0.4927,Normal Operation
EQEV-00086073,2025-02-02,EQP-00606,Welding Machine,4.5,4.53,0.4625,0,0,None,114.81,0.488,Downtime
EQEV-00086074,2025-02-03,EQP-00606,Welding Machine,6.18,0.61,0.6061,0,0,None,88.62,0.5311,Normal Operation
EQEV-00086075,2025-02-04,EQP-00606,Welding Machine,5.65,0.99,0.5966,0,0,None,52.59,0.5282,Normal Operation
EQEV-00086076,2025-02-05,EQP-00606,Welding Machine,6.96,1.3,0.6398,0,0,None,141.19,0.5412,Normal Operation
EQEV-00086077,2025-02-06,EQP-00606,Welding Machine,6.87,1.42,0.6525,0,1,Critical,504.33,0.545,Failure
EQEV-00086078,2025-02-07,EQP-00606,Welding Machine,6.15,1.39,0.6462,0,0,None,120.98,0.5431,Normal Operation
EQEV-00086079,2025-02-08,EQP-00606,Welding Machine,4.91,5.32,0.451,0,0,None,116.05,0.4846,Downtime
EQEV-00086080,2025-02-09,EQP-00606,Welding Machine,5.36,6.68,0.5567,0,0,None,92.86,0.5163,Downtime
EQEV-00086081,2025-02-10,EQP-00606,Welding Machine,5.71,2.22,0.5863,0,0,None,86.04,0.5251,Normal Operation
EQEV-00086082,2025-02-11,EQP-00606,Welding Machine,5.87,7.74,0.614,0,0,None,82.41,0.5334,Downtime
EQEV-00086083,2025-02-12,EQP-00606,Welding Machine,6.61,1.28,0.611,0,0,None,112.9,0.5326,Normal Operation
EQEV-00086084,2025-02-13,EQP-00606,Welding Machine,6.51,2.3,0.6,0,0,None,69.44,0.5292,Normal Operation
EQEV-00086085,2025-02-14,EQP-00606,Welding Machine,6.51,1.59,0.6707,0,0,None,140.85,0.5505,Normal Operation
EQEV-00086086,2025-02-15,EQP-00606,Welding Machine,6.66,4.74,0.6147,0,0,None,114.62,0.5337,Downtime
EQEV-00086087,2025-02-16,EQP-00606,Welding Machine,4.16,2.73,0.4298,0,0,None,68.09,0.4782,Normal Operation
EQEV-00086088,2025-02-17,EQP-00606,Welding Machine,6.08,8.43,0.5806,0,0,None,66.44,0.5234,Downtime
EQEV-00086089,2025-02-18,EQP-00606,Welding Machine,5.19,9.3,0.5602,0,0,None,126.94,0.5173,Downtime
EQEV-00086090,2025-02-19,EQP-00606,Welding Machine,6.06,4.18,0.5706,0,0,None,61.0,0.5204,Downtime
EQEV-00086091,2025-02-20,EQP-00606,Welding Machine,6.71,2.96,0.6352,0,0,None,98.18,0.5398,Normal Operation
EQEV-00086092,2025-02-21,EQP-00606,Welding Machine,7.07,2.06,0.6816,0,0,None,58.89,0.5537,Normal Operation
EQEV-00086093,2025-02-22,EQP-00606,Welding Machine,4.07,1.98,0.4349,0,0,None,98.28,0.4797,Normal Operation
EQEV-00086094,2025-02-23,EQP-00606,Welding Machine,5.27,10.47,0.5366,0,0,None,76.21,0.5102,Downtime
EQEV-00086095,2025-02-24,EQP-00606,Welding Machine,6.9,2.79,0.6316,0,0,None,135.97,0.5387,Normal Operation
EQEV-00086096,2025-02-25,EQP-00606,Welding Machine,7.79,1.86,0.7444,1,0,None,361.73,0.5726,Maintenance
EQEV-00086097,2025-02-26,EQP-00606,Welding Machine,5.56,1.35,0.5168,0,1,Minor,724.06,0.5043,Failure
EQEV-00086098,2025-02-27,EQP-00606,Welding Machine,6.5,0.11,0.594,0,0,None,61.56,0.5274,Normal Operation
